UserIdentifier,A,B,C,D,E
d2d10f362bb1d0092174a660778cbe50,0.041196963487376566,-0.3891879717364096,-0.25740367027686817,0.7326777521409938,-0.7691271506596904
083a56a91d0d1ee4e66643849133b2b3,-0.596461248860589,0.6203042427886447,-0.6110451879361736,-0.25692795172150756,-0.24444140028877998
fdc1004b329f2aca4c81ad59c93c1be0,-1.198166476859424,-0.8211018687625741,0.2983942257076184,-0.03173755329666768,0.8217931993214411
8b8a4372a0f3fd3e1a1d4c531211506e,-0.3449101679948668,-1.6116295816495785,0.22070890663537393,-0.3238512186538128,-0.12727622706747838
58d0c701bf73a5949e2ee29f387fb5a2,-0.365047453080285,1.0943190577295416,-0.18795655778177436,-0.25458886911366785,0.5544091610751404
30dd12bfaeb5a73dcdc1e70d20c7e227,0.6998717659783223,0.4291659689295672,1.2067220424166782,0.49475016934090627,0.018560958118081998
ebe041105da17b051d459a6a125ef95f,0.6502122803634153,0.9385255060923996,-0.2731843119112214,-0.13991812493464897,-0.4142035455167724
0f2eb3d700cdbdde96d9ea1bb6beee77,1.2745803748872426,0.6679690458426245,-0.6983782163187694,0.22751305851349243,-0.9018012537925947
1460b23d5e8914822c5b0c9c33fd19b5,-1.825784682204664,-0.9472501866120863,0.6361289753327085,-0.4207581149220803,-0.573930754762957
71f5709a982efc4f5a84f7d75cb71bfe,-2.5486437431573385,1.0530712994436369,0.1716402884254716,-0.41873252851604553,0.7004375261015693
b0de0a21dc60c35118d1fcd1b71744d9,-1.0495911046263062,-1.3453237517158882,0.7418102936849769,-0.2123619402280066,0.12188038346675917
ce7025554845d2706a10ee577cb847d3,-1.6455860381416576,0.44278137936969497,0.5919177083197886,-0.8665313374854201,0.2972221842762131
8ca7fae45397e15f12dc553e2322a328,-2.360627234933127,-0.27788492455688685,-0.2466872764683587,0.18006138725095994,-0.47255576561042445
8bafa0c23f37a3f1b752ee9bb8ec9212,-0.057102865952306486,-1.2266799922515732,-0.4131744134041547,-0.42126055725163225,-0.4647048004530435
2375c2827b3a0043e556b2aaf15dba2c,1.3527396441336097,-1.267250958937206,-0.5576260441649765,1.2219598042656954,0.45000812076373947
1f4ffc4d520e81f32941aa41585a1e2b,-1.709864045212278,1.0135436608745412,-0.4794831645581057,-0.11355828992670547,-0.22002307542343885
973303f0195c4ae70309e3fcedb5c32e,-0.0723529454524803,0.5856694981124949,-0.3524253982478377,0.3621875556115624,0.34135880195126156
08b677f32fd2a88ced9ef192f7acd7ec,-0.04356475261257618,-0.05947844738479311,-0.5910498712353061,-1.0146676328402515,-0.39724229526193744
b7351ec18388699f2b9aea71d86e92f7,-0.9656429165812087,-0.14764360771899485,1.28066757061429,0.014533939117181522,-0.43645399917437677
35fc9541cff7495226dc5055d2789676,-1.7616340304671108,1.0663611513122049,0.5371333445218932,0.3458450038835021,0.26888254311566984
99e88a997e0cf1b8174112363f0967fc,-3.019675113977226,-1.9292458215800163,-1.2619044730072935,-0.39413861723164934,-0.4528425320238412
f63346278e7e813d246989bfc3f841e8,-0.39647272457455257,0.40982905997053826,0.04772627129863963,-0.9678004020981832,-0.07572282263800752
3d74a1e89da8d18b41570910ebe805f7,2.0633198633499172,-0.3211403221077027,0.5573870832476274,-1.2968932502780115,-0.6685716335408615
9856e3b0c68f9271e49b7f8baeb41a89,-1.456359427187747,-0.31069553628526614,0.18879381429431807,-0.4070610296405059,-0.5093763180314221
b5eccaf6a47feb03341c499a3f37e892,1.0714919208115758,0.5050704475505818,1.014970585262388,-0.02095993540751807,0.3378242649539436
caf12ce6241ea7910bbe3abf18c8336a,0.7474942254683585,-0.4339496779968859,0.1149380685651527,-0.9011485945851603,0.22377010033928152
e472b3ff9ae6eea7dba34749975a6dad,-1.537763852389522,-0.6796785721133493,0.2480226682871336,0.28386537343295765,-0.3337158091479505
9290d225c8a49fcff9aa4bc745bfba86,0.16585682963457868,0.9906965658125965,-0.08992306223244471,-0.6367576711363312,0.00539567342693194
f2bef6433ad08bf0e9054a7270beb6c6,-0.8323367420731685,-0.8693399868728788,0.3296980583106748,0.24748321960360306,-0.3287759443760109
994f4a637ee26556e811f964449ff288,-0.47766141462567485,-1.051691367902437,0.6884385649241178,-0.5141400529440072,-0.3128879131231421
78912fa3360c72d72e8712f9a7747754,-0.5711649113826494,1.0485308035212333,-0.22130994407682864,0.02581586101180367,-0.3014532795475915
96b1fd6593262cbca7e60650fa736dd0,-1.8313134515299032,0.46725882709795413,-0.44093104437390757,-0.989834565674017,-0.3539016445983134
d6c8f18ee5e569e73f5bad478b6808d3,-2.0561057134352505,-1.4004641746135635,0.8382026929376281,-0.5745943439839462,0.41536966304410444
cd42bcf80dc16f121c82b69871fd4254,-0.6115215866676206,-0.8781824437645029,-0.7126176828584819,-0.19021402688572148,0.3845348314246449
ccc6f24a96b7cf2b2912c7998c28bb0d,1.623719453146702,-1.0988200130746524,-0.5164019326375596,0.35193517565762045,0.5420418782194022
be84c5d576a03cbe7604e5d35a504672,0.3803852442584891,0.05096973347607603,-0.10897660834763592,-0.700681490441747,-0.22608446570463045
86bd82bd2fdb84368f7bee637158fd80,1.063536972383386,-1.6282858311655246,-0.27913117248480857,0.5032092185782906,-0.44378532963506645
34b985cefb5aa9f1784698fbabe7d276,1.0660821372389646,0.8156379482167484,-0.37988304123628996,-0.10849092834095868,-0.8305097851223955
c9e57b1391bd4f147388ac352d6829b4,1.1499403158261288,0.7073988692114562,-1.0201162249610938,-0.32017392913204396,-0.46356051209177196
a36f93f6061dbec675a3019d033f22c9,0.4955348555495413,-0.8636976424482369,-0.11038197570894176,-0.0031800851380461644,0.6241235988009846
8eac479fd4c0d044535c8ab93ece01ea,0.5019444433820974,-1.2353526749112274,-0.4408400795807222,0.8727654426771542,-0.3456364131528864
2620c1e1a4d565ed02f51e52f7a4cdfb,-2.0463429765793,-0.7979181972987385,0.6024327092799022,0.6478204713198784,0.09778667903649114
37d8d3c2c637ef2c4d35c1a155481d1e,1.621077844752932,-0.5216349942355435,0.42105368279940514,-0.8237072851016953,-0.5506587275175826
76a4858c98280eac4883c2eb0c0f5f30,-0.25684534808848425,-0.9055787404029025,0.01132481832607973,-0.20434721248264215,-0.1956199011197253
392891ed924d69f93bdc0d921f1bf2c3,-1.6372670577740722,0.8719721119012478,-0.5129965747759555,-0.11431678153969721,0.0028173214891031102
807e5e6d748b85c2b6a167dfeb24aa53,-1.4648234760161516,0.8268362533253967,0.8875715266689088,-0.36587828378182014,-0.6185880933030904
ff9f866300358defcd9e21f903795525,-0.8602772623973678,-0.3114876542326819,-0.25466942801483755,0.41424184309750073,-0.3500318265139903
310f08a187241a954c0f346bfec98dbb,0.27693186862354224,-0.0012887005669626548,1.6663583138077112,0.3792483878059424,0.5388196626055864
ff7e34757a2f5a556900da8f256caf6c,-1.3555287266686151,,-0.6707444247275433,-0.6418085010638243,0.3924816823868806
fa4559170dafafed306e483abba6aada,2.2071239449669284,-0.2096269364668816,-0.8535795069926272,0.3998886541450648,1.2019364398677723
26fe6c9a398ad77f9fbbb9e9286464ae,1.4729677862188617,0.7402710102749135,-0.39837111631547667,0.641856580718938,-0.5055914165172274
bc62dc5fa1e40dfad3a2f8762be8afca,0.09100537116385685,0.20834999488134337,1.0838390491975072,0.2338560911157021,-0.1928316593342026
d96f82aa104b2e16c26dd8cbeda1b530,1.3705766402908932,0.6683836352262535,-1.0708353145356968,0.34801419510242043,0.06976724134165488
